"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4238436";"";"0";"323.36";"0";"0.93";"13g";"Cn1cc(-c2nn(C3CCN(C#N)CC3)c3ncnc(N)c23)cn1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4236385";"Inhibition of recombinant human GST-tagged TYK2 catalytic domain expressed in baculovirus expression system using TK-substrate-biotin preincubated for 5 mins followed by substrate addition measured after 30 mins by HTRF assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229546";"1";"Scientific Literature";"Bioorg Med Chem";"2018";"None";""
"CHEMBL4530719";"";"0";"401.42";"0";"2.61";"29";"CS(=O)(=O)c1ccccc1Nc1cc(Nc2ccc(F)cn2)ncc1C(N)=O";"IC50";"'='";"0.32";"nM";"9.49";"";"";"UO_0000065";"23.65";"0.46";"6.88";"7.47";"0";"CHEMBL4414785";"Inhibition of fluorescein-labeled kinase tracer binding to His-TVMV-fused TYK2 JH2 domain (575 to 869 residues) (unknown origin) measured after 90 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414548";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4544320";"";"0";"397.46";"0";"2.73";"38";"CNC(=O)c1cnc(Nc2ccccn2)cc1Nc1ccccc1S(C)(=O)=O";"IC50";"'='";"0.95";"nM";"9.02";"";"";"UO_0000065";"22.70";"0.44";"6.29";"7.98";"0";"CHEMBL4414785";"Inhibition of fluorescein-labeled kinase tracer binding to His-TVMV-fused TYK2 JH2 domain (575 to 869 residues) (unknown origin) measured after 90 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414548";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4444178";"";"0";"392.46";"0";"1.33";"47";"[2H]C([2H])([2H])NC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1ccccc1S(C)(=O)=O";"IC50";"'='";"1.3";"nM";"8.89";"";"";"UO_0000065";"22.82";"0.45";"7.56";"6.83";"0";"CHEMBL4414785";"Inhibition of fluorescein-labeled kinase tracer binding to His-TVMV-fused TYK2 JH2 domain (575 to 869 residues) (unknown origin) measured after 90 mins by HTRF assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414548";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4559521";"";"0";"394.41";"0";"2.95";"6";"CCNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccccc1C(N)=O";"IC50";"'>'";"2000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4414786";"Inhibition of TYK2 JH1 domain (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414548";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL4526283";"";"0";"415.45";"0";"2.87";"23";"CNC(=O)c1cnc(Nc2ccc(F)cn2)cc1Nc1ccccc1S(C)(=O)=O";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4414786";"Inhibition of TYK2 JH1 domain (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4414548";"1";"Scientific Literature";"J Med Chem";"2019";"None";""
"CHEMBL514261";"GSK-1819799A";"0";"519.58";"1";"4.82";"GSK1819799A";"COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cccc(F)c2C(=O)O)c2cc[nH]c2n1";"Inhibition";"'='";"-2.8";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962303";"GSK_PKIS: TYK2 mean inhibition at 1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL2181313";"";"0";"502.62";"1";"4.97";"22f, 85:15 trans/cis mixture";"COc1ccc2cc1COCC=CCOCc1cc(ccc1OCCN1CCCC1)Nc1nccc-2n1";"IC50";"'='";"180.0";"nM";"6.75";"";"";"UO_0000065";"13.42";"0.25";"1.77";"8.65";"0";"CHEMBL2183781";"Inhibition of recombinant TYK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2176955";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL2181311";"";"0";"502.62";"1";"4.97";"22d, 85:15 trans/cis mixture";"COc1ccc2cc1-c1ccnc(n1)Nc1ccc(OCCN3CCCC3)c(c1)COCC=CCOC2";"IC50";"'='";"620.0";"nM";"6.21";"";"";"UO_0000065";"12.35";"0.23";"1.24";"7.96";"0";"CHEMBL2183781";"Inhibition of recombinant TYK2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2176955";"1";"Scientific Literature";"J. Med. Chem.";"2011";"None";""
"CHEMBL3719135";"";"0";"423.44";"0";"3.05";"14";"CC(C)n1nc(-c2cnc(N)c(OC(F)(F)F)c2)cc1[C@@H]1[C@H]2CN(C3COC3)C[C@H]21";"Inhibition";"'='";"10.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4120129";"Inhibition of recombinant N-terminal GST-tagged human TYK2 (833 to 1187 residues) expressed in baculovirus expression system at 1 uM by FRET assay relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4118097";"1";"Scientific Literature";"J Med Chem";"2017";"None";""
"CHEMBL2000114";"";"0";"238.32";"0";"1.47";"SID103904504";"CSc1c[nH]c2ncnc(NCCCO)c12";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1977681";"";"0";"275.31";"0";"2.79";"SID103904940";"CNC(=O)c1cc2c(-c3ccccc3F)n[nH]c2s1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1989518";"";"0";"241.29";"0";"1.98";"SID103904971";"NCCOc1cncc(C=Cc2ccncc2)c1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1988608";"";"0";"375.39";"0";"2.47";"SID103904658";"CC(=O)Nc1cccc(CNc2c(Nc3ccc4[nH]ncc4c3)c(=O)c2=O)c1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL269985";"GW701032X";"0";"413.48";"0";"4.96";"GW701032X";"COc1ccc(CNC(=O)c2ccc(-c3cc(-c4nnc(C)o4)ccc3C)cc2)cc1";"Inhibition";"'='";"0.15";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1962192";"GSK_PKIS: TYK2 mean inhibition at 0.1 uM [Nanosyn]";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1961873";"16";"GSK Published Kinase Inhibitor Set";"";"";"None";""
"CHEMBL1971186";"";"0";"378.41";"0";"3.35";"SID103904414";"Fc1ccc(-c2nc3occn3c2-c2ccnc(NC3CCNCC3)n2)cc1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1975534";"";"0";"363.16";"0";"-0.70";"SID103905378";"NCC(O)C(O)Cn1cc(I)c2c(N)ncnc21";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1975900";"";"0";"348.19";"0";"3.34";"SID103905263";"O=c1c(NCc2ccc(Cl)c(Cl)c2)c(Nc2ccncc2)c1=O";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL4435302";"";"0";"405.46";"0";"1.67";"9";"CCNC(=O)c1ccc(Nc2nccc(N3C[C@H]4C[C@@H]3CN4C(=O)CC#N)n2)cc1";"IC50";"'='";"2690.0";"nM";"5.57";"";"";"UO_0000065";"13.74";"0.25";"3.90";"4.88";"0";"CHEMBL4411530";"Inhibition of human TYK2 using fluorescence labeled peptide as substrate and using ATP at its Km level by microfluidic based mobility shift assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411260";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4458435";"";"0";"389.41";"0";"1.79";"23; PF-06700841";"Cn1cc(Nc2nccc(N3C[C@H]4CC[C@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1";"Inhibition";"'='";"101.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4411549";"Inhibition of N-terminal GST tagged human TYK2 (871 to 1187 end residues) catalytic domain expressed in baculovirus expression system at 1 uM in presence of ATP at its Km level relative to control";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4411260";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL3667514";"";"0";"333.33";"0";"3.18";"BDBM153662";"O=C(Nc1ccncc1-c1cccc(F)c1)c1cnn2cccnc12";"Ki";"'='";"140.0";"nM";"6.85";"";"295013";"UO_0000065";"20.56";"0.37";"3.67";"9.50";"0";"CHEMBL3707884";"Inhibition Assay: The activity of the isolated JAK1, JAK2 or TYK2 kinase domain was measured by monitoring phosphorylation of a peptide derived from JAK3 (Val-Ala-Leu-Val-Asp-Gly-Tyr-Phe-Arg-Leu-Thr-Thr) fluorescently labeled on the N-terminus with 5-carboxyfluorescein using the Caliper LabChip technology (Caliper Life Sciences, Hopkinton, Mass.). To determine the inhibition constants (Ki) of Examples 1-508, compounds were diluted serially in DMSO and added to 50 uL kinase reactions containing 1.5 nM JAK1, 0.2 nM purified JAK2 or 1 nM purified TYK2 enzyme, 100 mM Hepes pH7.2, 0.015% Brij-35, 1.5 uM peptide substrate, 25 uM ATP, 10 mM MgCl2, 4 mM DTT at a final DMSO concentration of 2%. Reactions were incubated at 22Â° C. in 384-well polypropylene microtiter plates for 30 minutes and then stopped by addition of 25 uL of an EDTA containing solution (100 mM Hepes pH 7.2, 0.015% Brij-35, 150 mM EDTA), resulting in a final EDTA concentration of 50 mM.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638469";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL1796257";"";"0";"567.16";"1";"3.54";"23";"COCCN1CCc2cc(Nc3ncc(Cl)c(N[C@@H]4CCCC[C@H]4N(C)S(C)(=O)=O)n3)c(OC)cc2CC1";"Inhibition";"'<'";"65.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1798380";"Inhibition of TYK2 domain 2 at 1 uM";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1795227";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";"None";""
"CHEMBL4589842";"";"0";"351.82";"0";"3.35";"12";"CCS(=O)(=O)Nc1cc(-c2ccc(O)cc2Cl)cc2[nH]ncc12";"IC50";"'='";"316.23";"nM";"6.50";"";"";"UO_0000065";"18.48";"0.39";"3.15";"6.84";"0";"CHEMBL4478764";"Inhibition of human Gst-tagged TYK2 ( 871 to 1187 residues) expressed in baculovirus using biotin-synthetic peptide as substrate after 20 mins by HTRF assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4477220";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"None";""
"CHEMBL288441";"BOSUTINIB";"4";"530.46";"2";"5.19";"SKI-606";"COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl";"Kd";"'='";"4500.0";"nM";"5.35";"";"";"UO_0000065";"10.08";"0.20";"0.16";"6.45";"0";"CHEMBL1908610";"Binding constant for TYK2(JH2domain-pseudokinase) kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL4228766";"";"0";"448.52";"0";"4.42";"8; SB1578";"C1=C/COc2ccc(o2)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)COC/1";"IC50";"'='";"230.0";"nM";"6.64";"";"";"UO_0000065";"14.80";"0.27";"2.22";"8.11";"0";"CHEMBL4220351";"Inhibition of TYK2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4219057";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL379218";"";"0";"358.45";"0";"3.88";"A-674563";"Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908610";"Binding constant for TYK2(JH2domain-pseudokinase) kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL3655091";"";"0";"335.43";"0";"1.25";"BDBM159758";"CN(c1ncnc2[nH]ccc12)[C@H]1C[C@H](NS(=O)(=O)CC2CC2)C1";"IC50";"'>'";"10000.0";"nM";"";"";"302652";"UO_0000065";"";"";"";"";"0";"CHEMBL3707947";"Enzyme Assay: Test article and assay controls were added to a 384-well plate. Reaction mixtures contained 20 mM HEPES, pH 7.4, 10 mM magnesium chloride, 0.01% bovine serum albumin (BSA), 0.0005% Tween 20, 1 mM ATP and 1 μM peptide substrate. The JAK1 and TYK2 assays contained 1 μM of the IRStide peptide (5FAMKKSRGDYMTMQID) and the JAK2 and JAK3 assays contained 1 μM of the JAKtide peptide (FITC-KGGEEEEYFELVKK). The assays were initiated by the addition of 20 nM JAK1, 1 nM JAK2, 1 nM JAK3 or 1 nM TYK2 enzyme and were incubated at room temperature for three hours for JAK1, 60 minutes for JAK2, 75 minutes for JAK3 or 135 minutes for TYK2. Enzyme concentrations and incubation times were optimized for each new enzyme preps and were modified slightly over time to ensure 20%-30% phosphorylation. The assays were stopped with a final concentration of 10 mM EDTA, 0.1% Coating Reagent and 100 mM HEPES, pH=7.4.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639016";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL103667";"DORAMAPIMOD";"2";"527.67";"2";"5.99";"BIRB-796";"Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1";"Kd";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1908610";"Binding constant for TYK2(JH2domain-pseudokinase) kinase domain";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1908390";"1";"Scientific Literature";"Nat. Biotechnol.";"2011";"None";""
"CHEMBL1976732";"";"0";"410.38";"0";"3.29";"SID103905067";"CC(C)(O)Cc1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4occn34)nn12";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1980163";"";"0";"327.39";"0";"4.95";"SID103904652";"c1ccc(COc2ccc(Nc3ncnc4ccccc34)cc2)cc1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL526133";"";"0";"288.31";"0";"2.98";"SID103904527";"O=c1nc(-c2ccc3[nH]ncc3c2)cc(-c2ccccc2)[nH]1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL185569";"";"0";"357.41";"0";"4.55";"SID103904337";"Cc1cccc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)cc2)c1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1990288";"";"0";"399.43";"1";"5.36";"SID103904410";"CC(Nc1nccc(-c2c(-c3ccc(F)cc3)nc3occn23)n1)c1ccccc1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1987007";"";"0";"340.45";"0";"3.12";"SID103904998";"CN1CCC(NC(=O)c2cc3c(-c4ccccc4)n[nH]c3s2)CC1";"Ki";"'>'";"1995.26";"nM";"";"";"inactive";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL1967878";"CENISERTIB";"1";"451.55";"0";"2.51";"SID103904402";"Cc1cc(Nc2ncc(F)c(NC3C4C=CC(C4)C3C(N)=O)n2)ccc1N1CCN(C)CC1";"Ki";"'='";"6.31";"nM";"8.20";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
"CHEMBL2000393";"";"0";"420.38";"0";"3.11";"SID103905603";"O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1C1CCOc2c(F)cccc21";"Ki";"'='";"63.1";"nM";"7.20";"";"active";"UO_0000065";"";"";"";"";"0";"CHEMBL1963765";"PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: TYK2";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL3553";"Tyrosine-protein kinase TYK2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";""
